name,direction,bootstrap,srr,reference,has_reference,bootstrap_gap_pct,srr_gap_pct,improvement_pct,changed_edges,srr_moves,srr_scope_nodes,srr_revisits,asymmetric,time_windows,multi_depot,strict_backhaul,open_route,pickup_delivery,optional
pdcvrp,minimize,39.68134689331055,27.107799530029297,23.626556396484375,True,67.95230852692151,14.734449977072961,31.686291791171257,9,8,8,0,False,False,False,False,False,True,False
spctsp,minimize,26.34110450744629,16.267860412597656,,False,,,38.24154029684313,8,8,8,0,False,False,False,False,False,False,True
apctsp,minimize,4.254070281982422,2.9087162017822266,1.6372369527816772,True,159.83229090662329,77.66006300067299,31.625102337830967,9,8,8,0,True,False,False,False,False,False,True
apdtsp,minimize,2.932021379470825,2.5155651569366455,2.094641923904419,True,39.977212620929905,20.095235764575186,14.20372393769319,8,8,11,0,True,False,False,False,False,True,False
cvrpltw,minimize,53.84486389160156,43.717647552490234,23.951826637596405,True,124.80483307725277,82.52322970586327,18.808138060296812,9,8,8,0,False,True,False,False,False,False,False
cvrpbtw,minimize,30.456668853759766,27.812166213989258,20.63193178877529,True,47.61908465754806,34.80156147627602,8.682836105512088,8,8,14,3,False,True,False,False,False,False,False
cvrpbpl,minimize,52.24181365966797,34.30721664428711,15.336819648742676,True,240.6300318850707,123.69185678661638,34.329966283744916,8,8,8,0,False,False,False,True,False,False,False
ocvrptw,minimize,19.377361297607422,17.749483108520508,13.645712060799355,True,42.003298994367846,30.0737039550339,8.400928093795272,9,8,13,2,False,True,False,False,True,False,False
ocvrpbl,minimize,13.865439414978027,11.404202461242676,8.318098510488008,True,66.69001211629755,37.1010748052996,17.75087597351311,8,8,11,0,False,False,False,False,True,False,False
ocvrpbp,minimize,16.41386604309082,13.703107833862305,11.332929611206055,True,44.83338912526829,20.914082271477326,16.515050154010304,8,8,15,1,False,False,False,True,True,False,False
acvrptw,minimize,5.529571056365967,5.018807888031006,4.012589931488037,True,37.80553584540769,25.076520993258356,9.236940137462208,9,8,12,0,True,True,False,False,False,False,False
acvrpbl,minimize,4.4638671875,3.6892004013061523,2.1917500495910645,True,103.66679988591154,68.32213153112424,17.354162963520018,8,8,10,1,True,False,False,False,False,False,False
acvrpbp,minimize,4.4284348487854,3.6711819171905518,2.3657898902893066,True,87.18631214726588,55.177851264788856,17.099787113330628,8,8,10,0,True,False,False,True,False,False,False
aocvrpl,minimize,3.6137895584106445,3.103010892868042,1.8884999752044678,True,91.35767041878727,64.31087813660571,14.13415632777589,8,8,8,0,True,False,False,False,True,False,False
aocvrpb,minimize,3.4707369804382324,2.55082368850708,1.6071399450302124,True,115.95735898238698,58.71820599040163,26.504840243324907,8,8,10,0,True,False,False,False,True,False,False
mdcvrpl,minimize,34.15428161621094,27.30194854736328,12.089630126953125,True,182.5089043879511,125.82947749985485,20.062881561517827,8,8,8,0,False,False,True,False,False,False,False
mdcvrpb,minimize,16.58195686340332,14.59991455078125,9.88378620147705,True,67.76927915463492,47.71580701127886,11.953006083356021,8,8,19,7,False,False,True,False,False,False,False
mdocvrp,minimize,11.104016304016113,9.539836883544922,7.77411413192749,True,42.83320408704904,22.71284832783441,14.086609544201204,9,8,10,0,False,False,True,False,True,False,False
amdcvrp,minimize,3.3750956058502197,2.650540590286255,1.9274300336837769,True,75.10859262681561,37.51682520067626,21.46768862808087,9,8,19,4,True,False,True,False,False,False,False
apdcvrp,minimize,4.803036212921143,3.6271469593048096,3.0491409301757812,True,57.5209648523609,18.956356638317356,24.482206701938914,9,8,9,0,True,False,False,False,False,True,False
opdcvrp,minimize,38.646854400634766,25.61410140991211,22.051122665405273,True,75.26025766146398,16.1578110945643,33.7226746984836,9,8,8,0,False,False,False,False,True,True,False
aspctsp,minimize,4.371354103088379,2.9385759830474854,,False,,,32.77652842236299,9,8,9,0,True,False,False,False,False,False,True
cvrpbltw,minimize,48.085533142089844,38.737762451171875,18.491065429363715,True,160.0473905940015,109.49448585940598,19.439881561250182,8,8,9,0,False,True,False,False,False,False,False
cvrpbptw,minimize,47.43738555908203,42.38323974609375,28.957300186157227,True,63.818399001710254,46.36461090511011,10.654351527643685,8,8,9,0,False,True,False,True,False,False,False
ocvrpltw,minimize,20.48570442199707,18.168697357177734,14.80633789869914,True,38.35767197908479,22.708920203516406,11.310360713451415,9,8,13,2,False,True,False,False,True,False,False
ocvrpbtw,minimize,19.30362892150879,15.561140060424805,11.315462161252785,True,70.59514358688463,37.5210295317002,19.38748862351975,10,8,9,0,False,True,False,False,True,False,False
ocvrpbpl,minimize,14.61569881439209,12.398137092590332,10.130979537963867,True,44.267380657740084,22.37846346575605,15.172464553101786,8,8,19,5,False,False,False,True,True,False,False
acvrpltw,minimize,6.2747087478637695,5.709230899810791,3.934109926223755,True,59.49500307650762,45.12128554808651,9.012017462093295,8,8,13,2,True,True,False,False,False,False,False
acvrpbtw,minimize,5.564085960388184,4.954954147338867,3.8774900436401367,True,43.4971050284037,27.787669125443358,10.947562948988296,8,8,11,1,True,True,False,False,False,False,False
acvrpbpl,minimize,4.608817100524902,3.82893705368042,2.39411997795105,True,92.50568655582784,59.930876018892086,16.92147962989595,8,8,9,0,True,False,False,True,False,False,False
aocvrptw,minimize,3.520071506500244,2.851954936981201,2.197279930114746,True,60.20132247402903,29.794793002649723,18.980198790998525,8,8,13,2,True,True,False,False,True,False,False
aocvrpbl,minimize,3.7070980072021484,2.8642642498016357,1.85030996799469,True,100.35010735092074,54.79915794356547,22.73567506882892,8,8,8,0,True,False,False,False,True,False,False
aocvrpbp,minimize,3.5605762004852295,2.806735038757324,1.684209942817688,True,111.40928514697967,66.64995066242446,21.171886775662124,9,8,8,0,True,False,False,True,True,False,False
mdcvrptw,minimize,26.87939453125,22.083894729614258,16.06063461303711,True,67.36197030116628,37.50325103397725,17.840802909680466,9,8,10,0,False,True,True,False,False,False,False
mdcvrpbl,minimize,52.50718307495117,34.624454498291016,11.144113540649414,True,371.1651840536736,210.69725171046042,34.0576803580065,8,8,8,0,False,False,True,False,False,False,False
mdcvrpbp,minimize,18.81113052368164,14.625489234924316,11.54989242553711,True,62.86844786614416,26.628791819627544,22.250875796581983,8,8,18,5,False,False,True,True,False,False,False
mdocvrpl,minimize,12.464228630065918,9.976189613342285,7.678080081939697,True,62.335225695081654,29.930783566691076,19.961435966619256,8,8,11,1,False,False,True,False,True,False,False
mdocvrpb,minimize,12.465832710266113,10.549890518188477,7.40138578414917,True,68.4256580296487,42.5393949979226,15.369548401686647,9,8,9,0,False,False,True,False,True,False,False
amdcvrpl,minimize,4.4819207191467285,3.835477352142334,2.0546700954437256,True,118.13335041403886,86.67120140832274,14.423355688617912,9,8,8,0,True,False,True,False,False,False,False
amdcvrpb,minimize,2.649064540863037,2.3399131298065186,2.0909199714660645,True,26.69373180292622,11.908306474583561,11.670210607847263,10,8,21,3,True,False,True,False,False,False,False
amdocvrp,minimize,3.5000815391540527,2.7374074459075928,1.6141999959945679,True,116.83072406387438,69.58291740181647,21.790180734783494,8,8,8,0,True,False,True,False,True,False,False
aopdcvrp,minimize,4.777169227600098,3.722651243209839,2.8953630924224854,True,64.99378748394376,28.57286372657255,22.074118251825382,9,8,12,0,True,False,False,False,True,True,False
cvrpbpltw,minimize,52.44989776611328,41.43781280517578,24.263469696044922,True,116.16816730322334,70.78271708159848,20.995436464038573,10,8,8,0,False,True,False,True,False,False,False
ocvrpbltw,minimize,19.465042114257812,16.901880264282227,12.158860347542328,True,60.089363294581176,39.0087539552883,13.16802622326778,8,8,16,3,False,True,False,False,True,False,False
ocvrpbptw,minimize,23.452228546142578,18.7016658782959,15.587929725646973,True,50.45120781854949,19.975302733921524,20.2563379360724,10,8,13,1,False,True,False,True,True,False,False
acvrpbltw,minimize,6.713021278381348,6.0170111656188965,4.355629920959473,True,54.12285708843191,38.14330590082477,10.368060578087041,9,8,11,2,True,True,False,False,False,False,False
acvrpbptw,minimize,5.624093055725098,5.149385929107666,4.041339874267578,True,39.16407010297212,27.417789379590396,8.440598722565571,9,8,9,0,True,True,False,True,False,False,False
aocvrpltw,minimize,4.047970294952393,3.3921611309051514,2.6610701084136963,True,52.11813781807682,27.473572386533977,16.200938155722163,9,8,8,0,True,True,False,False,True,False,False
aocvrpbtw,minimize,4.809196472167969,4.024333953857422,3.206279993057251,True,49.993028761730365,25.514114879909172,16.3200343935363,9,8,13,1,True,True,False,False,True,False,False
aocvrpbpl,minimize,3.571753740310669,2.986603021621704,2.011620044708252,True,77.55608220878936,48.46755128923242,16.382728520305793,8,8,9,0,True,False,False,True,True,False,False
mdcvrpltw,minimize,39.349571228027344,33.23546600341797,15.039703369140625,True,161.63794765239305,120.98485048323833,15.537920830645566,9,8,8,0,False,True,True,False,False,False,False
mdcvrpbtw,minimize,31.160255432128906,26.0618839263916,16.96717071533203,True,83.65027354838594,53.601825334622944,16.361776997759925,8,8,7,1,False,True,True,False,False,False,False
mdcvrpbpl,minimize,46.03827667236328,31.38140869140625,11.554325103759766,True,298.4505910897597,171.59880312866366,31.83626547375856,8,8,8,0,False,False,True,True,False,False,False
mdocvrptw,minimize,15.792774200439453,13.3108549118042,10.90636920928955,True,44.80322367032912,22.04661933200113,15.71553710029104,9,8,8,0,False,True,True,False,True,False,False
mdocvrpbl,minimize,12.014026641845703,9.958072662353516,7.207280158996582,True,66.69293237961669,38.166859656804384,17.11294673120796,8,8,8,0,False,False,True,False,True,False,False
mdocvrpbp,minimize,15.474156379699707,12.433402061462402,9.020671844482422,True,71.54106308794083,37.83232863156871,19.65053372619667,8,8,9,0,False,False,True,True,True,False,False
amdcvrptw,minimize,4.503026962280273,3.994243621826172,3.354909896850586,True,34.22199405437028,19.05665858793284,11.298696292870083,8,8,8,0,True,True,True,False,False,False,False
amdcvrpbl,minimize,3.9489221572875977,3.284497022628784,2.029139995574951,True,94.6106313955278,61.866457208051386,16.825480680408962,8,8,8,0,True,False,True,False,False,False,False
amdcvrpbp,minimize,3.896819829940796,3.104879856109619,2.13319993019104,True,82.67485268442765,45.55034491453221,20.32272489855423,9,8,9,0,True,False,True,True,False,False,False
amdocvrpl,minimize,3.121278762817383,2.4758236408233643,1.473230004310608,True,111.86635852410383,68.0541146717899,20.679188596772647,9,8,9,0,True,False,True,False,True,False,False
amdocvrpb,minimize,3.2034504413604736,2.5910253524780273,1.539430022239685,True,108.09328095991265,68.31069389619918,19.11767015263565,9,8,8,0,True,False,True,False,True,False,False
ocvrpbpltw,minimize,20.199501037597656,18.19976043701172,15.567480087280273,True,29.754468445423417,16.90884031952097,9.899950483250988,10,8,16,4,False,True,False,True,True,False,False
acvrpbpltw,minimize,6.957699298858643,6.209028244018555,4.274040222167969,True,62.78974780750687,45.27304192914405,10.760324967807989,10,8,9,0,True,True,False,True,False,False,False
aocvrpbltw,minimize,4.277169227600098,3.475212812423706,2.726140022277832,True,56.89470066274512,27.477414366998826,18.749700385980898,9,8,12,0,True,True,False,False,True,False,False
aocvrpbptw,minimize,4.133709907531738,3.6315643787384033,2.9010000228881836,True,42.492584450802276,25.183190282187002,12.147575423190954,9,8,9,0,True,True,False,True,True,False,False
mdcvrpbltw,minimize,52.020694732666016,41.7805061340332,16.33831787109375,True,218.39688236634575,155.7209772981131,19.684836296895053,8,8,10,0,False,True,True,False,False,False,False
mdcvrpbptw,minimize,27.209190368652344,23.917551040649414,16.943025588989258,True,60.59227571688698,41.1645807593697,12.097527649316685,8,8,10,1,False,True,True,True,False,False,False
mdocvrpltw,minimize,14.791386604309082,12.743035316467285,9.88421630859375,True,49.64652879408187,28.923072084004865,13.848270906833465,8,8,9,0,False,True,True,False,True,False,False
mdocvrpbtw,minimize,17.388416290283203,15.00241470336914,10.510350227355957,True,65.44088364463123,42.73943663952702,13.721787810241123,8,8,10,0,False,True,True,False,True,False,False
mdocvrpbpl,minimize,12.517395973205566,10.96495246887207,8.08454704284668,True,54.831135335913885,35.62853194816911,12.402288045026449,8,8,15,2,False,False,True,True,True,False,False
amdcvrpltw,minimize,5.999233722686768,5.252388954162598,3.8935599327087402,True,54.08093945822776,34.899399134419475,12.44900270679393,10,8,11,0,True,True,True,False,False,False,False
amdcvrpbtw,minimize,5.320703983306885,4.742251396179199,3.578700065612793,True,48.6770024242253,32.51323970250542,10.871730300022628,8,8,9,0,True,True,True,False,False,False,False
amdcvrpbpl,minimize,4.766524791717529,3.949510335922241,2.392819881439209,True,99.20115294472596,65.05673354513964,17.140673582878648,9,8,9,0,True,False,True,True,False,False,False
amdocvrptw,minimize,3.4183175563812256,2.6368496417999268,1.9101699590682983,True,78.95358159901849,38.04267150584195,22.86118541334684,8,8,8,0,True,True,True,False,True,False,False
amdocvrpbl,minimize,3.244565486907959,2.6160190105438232,1.5236300230026245,True,112.94969499970074,71.69647296582032,19.37228509951065,9,8,9,0,True,False,True,False,True,False,False
amdocvrpbp,minimize,3.778132677078247,2.987295150756836,1.7706600427627563,True,113.37425512710143,68.71082413401993,20.93196808887589,9,8,11,0,True,False,True,True,True,False,False
aocvrpbpltw,minimize,4.88510274887085,4.254128932952881,3.575939893722534,True,36.61031488383,18.9653366495586,12.91628545712397,8,8,10,0,True,True,False,True,True,False,False
mdcvrpbpltw,minimize,49.97146224975586,40.83589553833008,17.7119197845459,True,182.13464637163293,130.55600993609082,18.281567719124357,10,8,8,0,False,True,True,True,False,False,False
mdocvrpbltw,minimize,16.494403839111328,13.554333686828613,10.192261695861816,True,61.83261705111299,32.98651556731358,17.824652415210405,8,8,13,3,False,True,True,False,True,False,False
mdocvrpbptw,minimize,16.718029022216797,14.003596305847168,10.998909950256348,True,51.99714424270885,27.318037598087535,16.23655942194134,9,8,15,5,False,True,True,True,True,False,False
amdcvrpbltw,minimize,7.279699802398682,6.331571102142334,4.65995979309082,True,56.21808182105068,35.87179682386875,13.024282951117524,9,8,9,0,True,True,True,False,False,False,False
amdcvrpbptw,minimize,4.918285369873047,4.37637996673584,3.1462199687957764,True,56.323633396667205,39.099618276560314,11.018177319613216,9,8,8,0,True,True,True,True,False,False,False
amdocvrpltw,minimize,3.429492473602295,2.7083935737609863,1.8495899438858032,True,85.41907004518389,46.432109598894264,21.026402751771474,9,8,8,0,True,True,True,False,True,False,False
amdocvrpbtw,minimize,3.5619850158691406,2.843489170074463,2.1618199348449707,True,64.7678864671298,31.532193049111477,20.171220333428646,8,8,9,0,True,True,True,False,True,False,False
amdocvrpbpl,minimize,3.5953965187072754,2.7682158946990967,1.6517200469970703,True,117.67590247777943,67.5959494305276,23.00665920168359,8,8,8,0,True,False,True,True,True,False,False
mdocvrpbpltw,minimize,17.630170822143555,14.827413558959961,11.175503730773926,True,57.75728098587132,32.67780957497057,15.897504859472612,9,8,10,0,False,True,True,True,True,False,False
amdcvrpbpltw,minimize,6.736509323120117,5.767282485961914,3.870919942855835,True,74.02863976954652,48.989970629746644,14.387671576906405,9,8,11,1,True,True,True,True,False,False,False
amdocvrpbltw,minimize,3.2829272747039795,2.4870080947875977,1.474560022354126,True,122.63775125700249,68.66102817687303,24.24419164107586,8,8,9,0,True,True,True,False,True,False,False
amdocvrpbptw,minimize,3.6304080486297607,2.9236457347869873,2.2038800716400146,True,64.72802197118635,32.65902135098304,19.46784781147479,8,8,11,1,True,True,True,True,True,False,False
amdocvrpbpltw,minimize,3.6634716987609863,2.7724273204803467,1.921470046043396,True,90.65983913226444,44.28678324646295,24.322403762038004,9,8,8,0,True,True,True,True,True,False,False
